성분코드,성분명,함량,단일복합,주성분코드,제형코드,투여경로,투여경로명,제형명칭,동일 제형군,함량수치,함량단위
284000ASS,aluminum hydroxide gel(dried),40mg,복합,284000ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
284000ASS,bismuth carbonate,40mg,복합,284000ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
284000ASS,magnesium silicate gel,127mg,복합,284000ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",127.0,mg
284100ASS,aluminum hydroxide gel(dried),45mg,복합,284100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",45.0,mg
284100ASS,magnesium hydroxide,40mg,복합,284100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
284100ASS,simethicone,5mg,복합,284100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",5.0,mg
284500ASS,aluminum hydroxide gel(dried),229.8mg,복합,284500ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",229.8,mg
284500ASS,magnesium hydroxide,40mg,복합,284500ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
284500ASS,simethicone,4mg,복합,284500ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",4.0,mg
285100ASS,aluminum hydroxide gel(dried),2.298g,복합,285100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",2.298,g
285100ASS,magnesium hydroxide,400mg,복합,285100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",400.0,mg
285100ASS,simethicone,40mg,복합,285100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
285200ASS,aluminum hydroxide gel(dried),4.596g,복합,285200ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",4.596,g
285200ASS,magnesium hydroxide,800mg,복합,285200ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",800.0,mg
285200ASS,simethicone,80mg,복합,285200ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",80.0,mg
285300ASS,aluminum hydroxide gel(dried),9.8038g,복합,285300ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",9.8038,g
285300ASS,magnesium hydroxide,600mg,복합,285300ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",600.0,mg
285300ASS,simethicone emulsion,200mg,복합,285300ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",200.0,mg
285400ASS,aluminum phosphate colloidal,12.38g,복합,285400ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",12.38,g
285400ASS,magnesium hydroxide,400mg,복합,285400ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",400.0,mg
285400ASS,simethicone,40mg,복합,285400ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
312700ASS,amidotrizoate,597.3mg,복합,312700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",597.3,mg
312700ASS,meglumine,159.24mg,복합,312700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",159.24,mg
312700ASS,sodium hydroxide,6.29mg,복합,312700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",6.29,mg
285700ASS,aceglutamide aluminium,35mg,복합,285700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",35.0,mg
285700ASS,aluminium hydroxide gel,229.8mg,복합,285700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",229.8,mg
285700ASS,magnesium hydroxide,40mg,복합,285700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",40.0,mg
285700ASS,simethicone,4mg,복합,285700ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",4.0,mg
286100ASS,aluminum magnesium hydroxide,200mg,복합,286100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",200.0,mg
286100ASS,aluminum magnesium silicate,250mg,복합,286100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",250.0,mg
286100ASS,magnesium oxide,100mg,복합,286100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",100.0,mg
286100ASS,ranitidine HCl,63mg,복합,286100ASS,SS,A,내복제,"현탁제, 현탁액용정제, 현탁액용산제","SY, SS",63.0,mg
101701COS,acetylcholine chloride,20mg,단일,101701COS,OS,C,외용제,점안제(점안액),-,20.0,mg
109601COS,apraclonidine(HCl),5mg,단일,109601COS,OS,C,외용제,점안제(점안액),-,5.0,mg
111801COS,atropine sulfate,10mg,단일,111801COS,OS,C,외용제,점안제(점안액),-,10.0,mg
112301COS,azapentacene polysulfonate sodium,150mcg,단일,112301COS,OS,C,외용제,점안제(점안액),-,150.0,mcg
114601COS,befunolol HCl,10mg,단일,114601COS,OS,C,외용제,점안제(점안액),-,10.0,mg
114602COS,befunolol HCl,5mg,단일,114602COS,OS,C,외용제,점안제(점안액),-,5.0,mg
115303COS,benoxinate HCl,4.5mg,단일,115303COS,OS,C,외용제,점안제(점안액),-,4.5,mg
116802COS,betaxolol HCl,2.8mg,단일,116802COS,OS,C,외용제,점안제(점안액),-,2.8,mg
116804COS,betaxolol HCl,5.6mg,단일,116804COS,OS,C,외용제,점안제(점안액),-,5.6,mg
118401COS,brimonidine tartrate,2mg,단일,118401COS,OS,C,외용제,점안제(점안액),-,2.0,mg
123001COS,carbachol,0.15mg,단일,123001COS,OS,C,외용제,점안제(점안액),-,0.15,mg
124201COS,carmober(gel.),2.5mg,단일,124201COS,OS,C,외용제,점안제(점안액),-,2.5,mg
124802COS,carteolol HCl,10mg,단일,124802COS,OS,C,외용제,점안제(점안액),-,10.0,mg
124803COS,carteolol HCl,20mg,단일,124803COS,OS,C,외용제,점안제(점안액),-,20.0,mg
125101COS,catalin sodium,7.5mcg,단일,125101COS,OS,C,외용제,점안제(점안액),-,7.5,mcg
126402COS,cefmenoxime HCl,5mg,단일,126402COS,OS,C,외용제,점안제(점안액),-,5.0,mg
130701COS,cetrimide,0.1mg,단일,130701COS,OS,C,외용제,점안제(점안액),-,0.1,mg
131004COS,chloramphenicol,5mg,단일,131004COS,OS,C,외용제,점안제(점안액),-,5.0,mg
134102COS,ciprofloxacin HCl,3.5mg,단일,134102COS,OS,C,외용제,점안제(점안액),-,3.5,mg
138901COS,cyclopentolate HCl,10mg,단일,138901COS,OS,C,외용제,점안제(점안액),-,10.0,mg
141902COS,dexamethasone,1mg,단일,141902COS,OS,C,외용제,점안제(점안액),-,1.0,mg
142202COS,dexamethasone sodium phosphate,1mg,단일,142202COS,OS,C,외용제,점안제(점안액),-,1.0,mg
143505COS,diclofenac sodium,1mg,단일,143505COS,OS,C,외용제,점안제(점안액),-,1.0,mg
143507COS,diclofenac sodium,300mcg,단일,143507COS,OS,C,외용제,점안제(점안액),-,300.0,mcg
147001COS,dipivefrin HCl,1mg,단일,147001COS,OS,C,외용제,점안제(점안액),-,1.0,mg
148801COS,dorzolamide HCl,22.26mg,단일,148801COS,OS,C,외용제,점안제(점안액),-,22.26,mg
151201COS,emedastine difumarate,0.884mg,단일,151201COS,OS,C,외용제,점안제(점안액),-,0.884,mg
161201COS,fluorometholone,1mg,단일,161201COS,OS,C,외용제,점안제(점안액),-,1.0,mg
161202COS,fluorometholone,200mcg,단일,161202COS,OS,C,외용제,점안제(점안액),-,200.0,mcg
161301COS,fluorometholone acetate,1mg,단일,161301COS,OS,C,외용제,점안제(점안액),-,1.0,mg
162001COS,flurbiprofen sodium,300mcg,단일,162001COS,OS,C,외용제,점안제(점안액),-,300.0,mcg
164603COS,ganciclovir,1.5mg,단일,164603COS,OS,C,외용제,점안제(점안액),-,1.5,mg
165104COS,gentamicin sulfate,3mg,단일,165104COS,OS,C,외용제,점안제(점안액),-,3.0,mg
169101COS,homartropin Hbr,20mg,단일,169101COS,OS,C,외용제,점안제(점안액),-,20.0,mg
171901COS,hydroxypropylmethylcellulose,20mg,단일,171901COS,OS,C,외용제,점안제(점안액),-,20.0,mg
171902COS,hydroxypropylmethylcellulose,3mg,단일,171902COS,OS,C,외용제,점안제(점안액),-,3.0,mg
173102COS,idoxuridine,1mg,단일,173102COS,OS,C,외용제,점안제(점안액),-,1.0,mg
174805COS,indomethacin,1mg,단일,174805COS,OS,C,외용제,점안제(점안액),-,1.0,mg
174806COS,indomethacin,5mg,단일,174806COS,OS,C,외용제,점안제(점안액),-,5.0,mg
175401COS,interferon,10ki.u,단일,175401COS,OS,C,외용제,점안제(점안액),-,10.0,kiu
176201COS,iododeoxycytidine,15mg,단일,176201COS,OS,C,외용제,점안제(점안액),-,15.0,mg
178201COS,isopropyl unoprostone,1.2mg,단일,178201COS,OS,C,외용제,점안제(점안액),-,1.2,mg
178601COS,isospaglumic acid magnesium salt,60mg,단일,178601COS,OS,C,외용제,점안제(점안액),-,60.0,mg
180003COS,ketorolac tromethamine,5mg,단일,180003COS,OS,C,외용제,점안제(점안액),-,5.0,mg
181101COS,lanoline,30mg,단일,181101COS,OS,C,외용제,점안제(점안액),-,30.0,mg
181501COS,latanoprost,50mcg,단일,181501COS,OS,C,외용제,점안제(점안액),-,50.0,mcg
182801COS,levobunolol HCl,5mg,단일,182801COS,OS,C,외용제,점안제(점안액),-,5.0,mg
182901COS,Levo-cabastine(HCl),5mg,단일,182901COS,OS,C,외용제,점안제(점안액),-,5.0,mg
184801COS,lodoxamide,1mg,단일,184801COS,OS,C,외용제,점안제(점안액),-,1.0,mg
195102COS,micronomicin sulfate,3mg,단일,195102COS,OS,C,외용제,점안제(점안액),-,3.0,mg
195902COS,minocycline HCl,1.4mg,단일,195902COS,OS,C,외용제,점안제(점안액),-,1.4,mg
198201COS,N-acetylaspartyl glutaminate,49mg,단일,198201COS,OS,C,외용제,점안제(점안액),-,49.0,mg
203903COS,ofloxacin,3mg,단일,203903COS,OS,C,외용제,점안제(점안액),-,3.0,mg
209601COS,pemirolast potassium,1mg,단일,209601COS,OS,C,외용제,점안제(점안액),-,1.0,mg
211902COS,phenylephrine HCl,100mg,단일,211902COS,OS,C,외용제,점안제(점안액),-,100.0,mg
211903COS,phenylephrine HCl,25mg,단일,211903COS,OS,C,외용제,점안제(점안액),-,25.0,mg
212302COS,pilocarpine HCl,10mg,단일,212302COS,OS,C,외용제,점안제(점안액),-,10.0,mg
212303COS,pilocarpine HCl,20mg,단일,212303COS,OS,C,외용제,점안제(점안액),-,20.0,mg
212304COS,pilocarpine HCl,40mg,단일,212304COS,OS,C,외용제,점안제(점안액),-,40.0,mg
213601COS,pirenoxine,50mcg,단일,213601COS,OS,C,외용제,점안제(점안액),-,50.0,mcg
215501COS,polyvinylalcohol iodine,14mg,단일,215501COS,OS,C,외용제,점안제(점안액),-,14.0,mg
216101COS,povidone,20mg,단일,216101COS,OS,C,외용제,점안제(점안액),-,20.0,mg
216102COS,povidone,50mg,단일,216102COS,OS,C,외용제,점안제(점안액),-,50.0,mg
216204COS,povidone iodide,20mg,단일,216204COS,OS,C,외용제,점안제(점안액),-,20.0,mg
216502COS,pranoprofen,1mg,단일,216502COS,OS,C,외용제,점안제(점안액),-,1.0,mg
217102COS,prednisolone acetate,1.2mg,단일,217102COS,OS,C,외용제,점안제(점안액),-,1.2,mg
217103COS,prednisolone acetate,10mg,단일,217103COS,OS,C,외용제,점안제(점안액),-,10.0,mg
217201COS,prednisolone sodium phosphate,1mg,단일,217201COS,OS,C,외용제,점안제(점안액),-,1.0,mg
219601COS,proparacaine HCl,5mg,단일,219601COS,OS,C,외용제,점안제(점안액),-,5.0,mg
223301COS,retinol palmitat(vit. A),1000i.u,단일,223301COS,OS,C,외용제,점안제(점안액),-,1000.0,iu
224101COS,rimexolone,10mg,단일,224101COS,OS,C,외용제,점안제(점안액),-,10.0,mg
228601COS,sodium carboxymethyl cellulose,1.5mg,단일,228601COS,OS,C,외용제,점안제(점안액),-,1.5,mg
228802COS,sodium cromoglycate,20mg,단일,228802COS,OS,C,외용제,점안제(점안액),-,20.0,mg
229202COS,sodium hyaluronate,10mg,단일,229202COS,OS,C,외용제,점안제(점안액),-,10.0,mg
229203COS,sodium hyaluronate,11.9mg,단일,229203COS,OS,C,외용제,점안제(점안액),-,11.9,mg
229204COS,sodium hyaluronate,14mg/ml,단일,229204COS,OS,C,외용제,점안제(점안액),-,14.0,mg/ml
229205COS,sodium hyaluronate,1mg,단일,229205COS,OS,C,외용제,점안제(점안액),-,1.0,mg
229206COS,sodium hyaluronate,4mg,단일,229206COS,OS,C,외용제,점안제(점안액),-,4.0,mg
229207COS,sodium hyaluronate,5.5mg,단일,229207COS,OS,C,외용제,점안제(점안액),-,5.5,mg
229208COS,sodium hyaluronate,5mg,단일,229208COS,OS,C,외용제,점안제(점안액),-,5.0,mg
229209COS,sodium hyaluronate,6mg,단일,229209COS,OS,C,외용제,점안제(점안액),-,6.0,mg
229210COS,sodium hyaluronate,7.7mg,단일,229210COS,OS,C,외용제,점안제(점안액),-,7.7,mg
229211COS,sodium hyaluronate,8.5mg,단일,229211COS,OS,C,외용제,점안제(점안액),-,8.5,mg
230001COS,solcoseryl120 ext.,70.05mg,단일,230001COS,OS,C,외용제,점안제(점안액),-,70.05,mg
233901COS,suprofen,10mg,단일,233901COS,OS,C,외용제,점안제(점안액),-,10.0,mg
239601COS,timolol maleate,3.42mg,단일,239601COS,OS,C,외용제,점안제(점안액),-,3.42,mg
239602COS,timolol maleate,6.83mg,단일,239602COS,OS,C,외용제,점안제(점안액),-,6.83,mg
240801COS,tobramycin,3mg,단일,240801COS,OS,C,외용제,점안제(점안액),-,3.0,mg
240902COS,tobramycin sulfate,3mg,단일,240902COS,OS,C,외용제,점안제(점안액),-,3.0,mg
242602COS,tranilast,5mg/1ml,단일,242602COS,OS,C,외용제,점안제(점안액),-,51.0,mg/ml
244001COS,trifluridine,10mg,단일,244001COS,OS,C,외용제,점안제(점안액),-,10.0,mg
245301COS,tropicamide,10mg,단일,245301COS,OS,C,외용제,점안제(점안액),-,10.0,mg
330900COS,antazoline HCl,150mcg,복합,330900COS,OS,C,외용제,점안제(점안액),-,150.0,mcg
330900COS,tetrahydrozoline HCl,120mcg,복합,330900COS,OS,C,외용제,점안제(점안액),-,120.0,mcg
331000COS,antazoline HCl,500mcg,복합,331000COS,OS,C,외용제,점안제(점안액),-,500.0,mcg
331000COS,tetrahydrozoline HCl,400mcg,복합,331000COS,OS,C,외용제,점안제(점안액),-,400.0,mcg
331100COS,cetrimide,100mcg,복합,331100COS,OS,C,외용제,점안제(점안액),-,100.0,mcg
331100COS,dexpanthenol,50mg,복합,331100COS,OS,C,외용제,점안제(점안액),-,50.0,mg
331200COS,colistin Na methanesulfonate,5mg,복합,331200COS,OS,C,외용제,점안제(점안액),-,5.0,mg
331200COS,erythromycin lactobionate,5mg,복합,331200COS,OS,C,외용제,점안제(점안액),-,5.0,mg
331500COS,dexamethasone,1mg,복합,331500COS,OS,C,외용제,점안제(점안액),-,1.0,mg
331500COS,tobramycin,3mg,복합,331500COS,OS,C,외용제,점안제(점안액),-,3.0,mg
331600COS,dexamethasone,100mg,복합,331600COS,OS,C,외용제,점안제(점안액),-,100.0,mg
331600COS,tobramycin sulfate,3mg,복합,331600COS,OS,C,외용제,점안제(점안액),-,3.0,mg
331700COS,dextran 70,800mcg,복합,331700COS,OS,C,외용제,점안제(점안액),-,800.0,mcg
331700COS,hydroxypropylmethylcellulose 2910,2.4mg,복합,331700COS,OS,C,외용제,점안제(점안액),-,2.4,mg
331800COS,dextran 70,1mg,복합,331800COS,OS,C,외용제,점안제(점안액),-,1.0,mg
331800COS,hydroxypropylmethylcellulose 2910,3mg,복합,331800COS,OS,C,외용제,점안제(점안액),-,3.0,mg
331900COS,dextran 70,1mg,복합,331900COS,OS,C,외용제,점안제(점안액),-,1.0,mg
331900COS,polyethylene glycol 400,2mg,복합,331900COS,OS,C,외용제,점안제(점안액),-,2.0,mg
332000COS,diclofenac sodium,1mg,복합,332000COS,OS,C,외용제,점안제(점안액),-,1.0,mg
332000COS,gentamicin sulfate,3mg,복합,332000COS,OS,C,외용제,점안제(점안액),-,3.0,mg
332100COS,dorzolamide HCl,22.26mg,복합,332100COS,OS,C,외용제,점안제(점안액),-,22.26,mg
332100COS,timolol maleate,6.83mg,복합,332100COS,OS,C,외용제,점안제(점안액),-,6.83,mg
332200COS,fluorometholone,1mg,복합,332200COS,OS,C,외용제,점안제(점안액),-,1.0,mg
332200COS,gentamicin sulfate,3mg,복합,332200COS,OS,C,외용제,점안제(점안액),-,3.0,mg
332300COS,fluorometholone,1mg,복합,332300COS,OS,C,외용제,점안제(점안액),-,1.0,mg
332300COS,tetrahydrozoline HCl,250mcg,복합,332300COS,OS,C,외용제,점안제(점안액),-,250.0,mcg
332400COS,glycerin,2mg,복합,332400COS,OS,C,외용제,점안제(점안액),-,2.0,mg
332400COS,naphazoline HCl,0.12mg,복합,332400COS,OS,C,외용제,점안제(점안액),-,0.12,mg
332500COS,glycyrrhizin acid dipotassium,1mg,복합,332500COS,OS,C,외용제,점안제(점안액),-,1.0,mg
332500COS,sulfamethoxazole sodium,40mg,복합,332500COS,OS,C,외용제,점안제(점안액),-,40.0,mg
332600COS,naphazoline HCl,250mcg,복합,332600COS,OS,C,외용제,점안제(점안액),-,250.0,mcg
332600COS,pheniramine maleate,3mg,복합,332600COS,OS,C,외용제,점안제(점안액),-,3.0,mg
332700COS,phenylepherine HCl,5mg,복합,332700COS,OS,C,외용제,점안제(점안액),-,5.0,mg
332700COS,tropicamide,5mg,복합,332700COS,OS,C,외용제,점안제(점안액),-,5.0,mg
332800COS,pilocarpine HCl,10mg,복합,332800COS,OS,C,외용제,점안제(점안액),-,10.0,mg
332800COS,timolol maleate,5mg,복합,332800COS,OS,C,외용제,점안제(점안액),-,5.0,mg
332900COS,polyvinyl alcohol,5mg,복합,332900COS,OS,C,외용제,점안제(점안액),-,5.0,mg
332900COS,povidone,6mg,복합,332900COS,OS,C,외용제,점안제(점안액),-,6.0,mg
333000COS,potassium iodide,3mg,복합,333000COS,OS,C,외용제,점안제(점안액),-,3.0,mg
333000COS,sodium iodide,3mg,복합,333000COS,OS,C,외용제,점안제(점안액),-,3.0,mg
333100COS,sodium chondroithine sulfate,18.5mg,복합,333100COS,OS,C,외용제,점안제(점안액),-,18.5,mg
333100COS,sodium hyaluronate,14.6mg,복합,333100COS,OS,C,외용제,점안제(점안액),-,14.6,mg
333300COS,boric acid,12.13mg,복합,333300COS,OS,C,외용제,점안제(점안액),-,12.13,mg
333300COS,catalin sodium,870mcg,복합,333300COS,OS,C,외용제,점안제(점안액),-,870.0,mcg
333300COS,taurine,62mg,복합,333300COS,OS,C,외용제,점안제(점안액),-,62.0,mg
333400COS,chloramphenicol,5mg,복합,333400COS,OS,C,외용제,점안제(점안액),-,5.0,mg
333400COS,dexamethasone sodium phosphate,1mg,복합,333400COS,OS,C,외용제,점안제(점안액),-,1.0,mg
333400COS,tetrahydrozoline HCl,250mcg,복합,333400COS,OS,C,외용제,점안제(점안액),-,250.0,mcg
333600COS,dexamethasone,1mg,복합,333600COS,OS,C,외용제,점안제(점안액),-,1.0,mg
333600COS,neomycin sulfate,3.5mg,복합,333600COS,OS,C,외용제,점안제(점안액),-,3.5,mg
333600COS,polymixin B sulfate,6000i.u,복합,333600COS,OS,C,외용제,점안제(점안액),-,6000.0,iu
333700COS,gramicidine,25i.u,복합,333700COS,OS,C,외용제,점안제(점안액),-,25.0,iu
333700COS,neomycin sulfate,1700i.u,복합,333700COS,OS,C,외용제,점안제(점안액),-,1700.0,iu
333700COS,polymixin B sulfate,5000i.u,복합,333700COS,OS,C,외용제,점안제(점안액),-,5000.0,iu
333800COS,phenylephrine HCl,1.2mg,복합,333800COS,OS,C,외용제,점안제(점안액),-,1.2,mg
333800COS,prednisolone acetate,2mg,복합,333800COS,OS,C,외용제,점안제(점안액),-,2.0,mg
333800COS,sulfacetamide sodium,100mg,복합,333800COS,OS,C,외용제,점안제(점안액),-,100.0,mg
333900COS,potassium iodide,3mg,복합,333900COS,OS,C,외용제,점안제(점안액),-,3.0,mg
333900COS,sodium iodide,3mg,복합,333900COS,OS,C,외용제,점안제(점안액),-,3.0,mg
333900COS,thiamine nitrate,1mg,복합,333900COS,OS,C,외용제,점안제(점안액),-,1.0,mg
334000COS,(A액중)sodium ascorbate,2.25mg,복합,334000COS,OS,C,외용제,점안제(점안액),-,2.25,mg
334000COS,(A액중)thiamine hydrochloride,2.5mg,복합,334000COS,OS,C,외용제,점안제(점안액),-,2.5,mg
334000COS,(B액중)calcium formate,5mg,복합,334000COS,OS,C,외용제,점안제(점안액),-,5.0,mg
334000COS,(B액중)rubidium iodide,8mg,복합,334000COS,OS,C,외용제,점안제(점안액),-,8.0,mg
334000COS,(B액중)sodium iodide,12mg,복합,334000COS,OS,C,외용제,점안제(점안액),-,12.0,mg
101805ALQ,acetylcysteine,800mg,단일,101805ALQ,LQ,A,내복제,액제,-,800.0,mg
107801CLQ,amorolfine (HCl), 125mg,단일,107801CLQ,LQ,C,외용제,액제,-,125.0, mg
109901ALQ,arginine sodium,50mg,단일,109901ALQ,LQ,A,내복제,액제,-,50.0,mg
112502CLQ,azelastine HCl,10mg,단일,112502CLQ,LQ,C,외용제,액제,-,10.0,mg
115302CLQ,benoxinate HCl,3mg,단일,115302CLQ,LQ,C,외용제,액제,-,3.0,mg
115701CLQ,benzethonium. Cl,10mg,단일,115701CLQ,LQ,C,외용제,액제,-,10.0,mg
116101CLQ,benzydamine HCl,1.5mg,단일,116101CLQ,LQ,C,외용제,액제,-,1.5,mg
116601CLQ,betamethasone valerate,1.105mg,단일,116601CLQ,LQ,C,외용제,액제,-,1.105,mg
117301CLQ,bifonazole,10mg,단일,117301CLQ,LQ,C,외용제,액제,-,10.0,mg
119401CLQ,budesonide,1mg/ml,단일,119401CLQ,LQ,C,외용제,액제,-,1.0,mg/ml
121001CLQ,butenafine HCl, 10mg,단일,121001CLQ,LQ,C,외용제,액제,-,10.0, mg
121501CLQ,calciportriol,50mcg,단일,121501CLQ,LQ,C,외용제,액제,-,50.0,mcg
124501ALQ,carnitine(ℓ),1000mg,단일,124501ALQ,LQ,A,내복제,액제,-,1000.0,mg
124502ALQ,carnitine(ℓ),300mg,단일,124502ALQ,LQ,A,내복제,액제,-,300.0,mg
130502ALQ,cetirizine HCl,1mg,단일,130502ALQ,LQ,A,내복제,액제,-,1.0,mg
130702CLQ,cetrimide,400mg,단일,130702CLQ,LQ,C,외용제,액제,-,400.0,mg
131301CLQ,chlorhexidine gluconate,0.005ml,단일,131301CLQ,LQ,C,외용제,액제,-,0.005,ml
131302CLQ,chlorhexidine gluconate,0.01ml,단일,131302CLQ,LQ,C,외용제,액제,-,0.01,ml
131304CLQ,chlorhexidine gluconate,0.25ml,단일,131304CLQ,LQ,C,외용제,액제,-,0.25,ml
131305CLQ,chlorhexidine gluconate,0.2ml,단일,131305CLQ,LQ,C,외용제,액제,-,0.2,ml
131306CLQ,chlorhexidine gluconate,1ml,단일,131306CLQ,LQ,C,외용제,액제,-,1.0,ml
132802CLQ,ciclopirox olamine,240mg,단일,132802CLQ,LQ,C,외용제,액제,-,240.0,mg
135602CLQ,clindamycin phosphate,10mg,단일,135602CLQ,LQ,C,외용제,액제,-,10.0,mg
135801CLQ,clobetasol propionate,466mcg,단일,135801CLQ,LQ,C,외용제,액제,-,466.0,mcg
139203ALQ,cyclosporine,10mg,단일,139203ALQ,LQ,A,내복제,액제,-,10.0,mg
141301CLQ,desflurane,1ml,단일,141301CLQ,LQ,C,외용제,액제,-,1.0,ml
141403CLQ,desmopressin acetate,100mcg/ml,단일,141403CLQ,LQ,C,외용제,액제,-,100.0,mcg/ml
148401ALQ,domperidone,0.133mg,단일,148401ALQ,LQ,A,내복제,액제,-,0.133,mg
150602ALQ,ebastine,1mg,단일,150602ALQ,LQ,A,내복제,액제,-,1.0,mg
151801CLQ,enflurane,1ml,단일,151801CLQ,LQ,C,외용제,액제,-,1.0,ml
152601CLQ,epinephrine HCl,1mg,단일,152601CLQ,LQ,C,외용제,액제,-,1.0,mg
157902CLQ,fenoterol Hbr,500mcg,단일,157902CLQ,LQ,C,외용제,액제,-,500.0,mcg
158601ALQ,ferric hydroxide poly maltose-complex,178.5mg,단일,158601ALQ,LQ,A,내복제,액제,-,178.5,mg
158602ALQ,ferric hydroxide poly maltose-complex,35.7mg,단일,158602ALQ,LQ,A,내복제,액제,-,35.7,mg
158603ALQ,ferric hydroxide poly maltose-complex,71.4mg,단일,158603ALQ,LQ,A,내복제,액제,-,71.4,mg
160801CLQ,fluocinonide,500mcg,단일,160801CLQ,LQ,C,외용제,액제,-,500.0,mcg
162203CLQ,fluticasone propionate,2mg,단일,162203CLQ,LQ,C,외용제,액제,-,2.0,mg
165303ALQ,ginkgo biloba ext.,40mg,단일,165303ALQ,LQ,A,내복제,액제,-,40.0,mg
166401ALQ,glucose,100g,단일,166401ALQ,LQ,A,내복제,액제,-,100.0,g
166402ALQ,glucose,50g,단일,166402ALQ,LQ,A,내복제,액제,-,50.0,g
166403ALQ,glucose,75g,단일,166403ALQ,LQ,A,내복제,액제,-,75.0,g
167302ALQ,granisetron (HCl),200mcg,단일,167302ALQ,LQ,A,내복제,액제,-,200.0,mcg
168201CLQ,halothane,1ml,단일,168201CLQ,LQ,C,외용제,액제,-,1.0,ml
174804CLQ,indomethacin,10mg,단일,174804CLQ,LQ,C,외용제,액제,-,10.0,mg
177101CLQ,ipratropium bromide,261mcg,단일,177101CLQ,LQ,C,외용제,액제,-,261.0,mcg
177102CLQ,ipratropium bromide,4.5mg,단일,177102CLQ,LQ,C,외용제,액제,-,4.5,mg
177103CLQ,ipratropium bromide,521.8mcg,단일,177103CLQ,LQ,C,외용제,액제,-,521.8,mcg
177601ALQ,iron proteinsuccinylate,53.33mg,단일,177601ALQ,LQ,A,내복제,액제,-,53.33,mg
178001CLQ,isoflurane,1ml,단일,178001CLQ,LQ,C,외용제,액제,-,1.0,ml
179102ALQ,itraconazole,10mg,단일,179102ALQ,LQ,A,내복제,액제,-,10.0,mg
179602CLQ,ketoconazole,20mg,단일,179602CLQ,LQ,C,외용제,액제,-,20.0,mg
183902CLQ,lidocaine HCl,20mg,단일,183902CLQ,LQ,C,외용제,액제,-,20.0,mg
184301CLQ,lindane,10mg,단일,184301CLQ,LQ,C,외용제,액제,-,10.0,mg
184902CLQ,lomefloxacin HCl,3.31mg,단일,184902CLQ,LQ,C,외용제,액제,-,3.31,mg
190806CLQ,mesalazine,2g,단일,190806CLQ,LQ,C,외용제,액제,-,2.0,g
190807CLQ,mesalazine,4g,단일,190807CLQ,LQ,C,외용제,액제,-,4.0,g
190902CLQ,mesna,600mg,단일,190902CLQ,LQ,C,외용제,액제,-,600.0,mg
194701ALQ,micro emulsion cyclosporine,100mg,단일,194701ALQ,LQ,A,내복제,액제,-,100.0,mg
198801CLQ,naftifine HCl, 10mg,단일,198801CLQ,LQ,C,외용제,액제,-,10.0, mg
200601CLQ,neticonazole HCl,10mg,단일,200601CLQ,LQ,C,외용제,액제,-,10.0,mg
